smiles,solvent,absorption_nm,emission_nm,plqy,epsilon,scaffold
CCCCCCCC1=CC2=[N+]3C(=CC2=[O+]1)C1=C2N(N=NN2[B-]3(F)F)[B-](F)(F)n2c1cc1oc(CCCCCCC)cc12,C1CCOC1,676.0,691.0,0.3400000035762787,150000.0,Cyanine
CCOC(=O)/C(C#N)=C(\C=C\c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,CCO,466.0,619.0,0.0041000000201165,35245.0,Triphenylamine
CCCCCCCc1ccc(C2=[N+]3C(=CC2=[O+]CC(CC)CC)C2=C4N(c5cc(C(C)(C)C)ccc5N4[B-]3(F)F)[B-](F)(F)n3c2cc(OCC(CC)CC)c3-c2ccc(CCCCCCC)o2)o1,ClCCl,826.0,835.0,0.0299999993294477,155000.0,Cyanine
F[B-]1(F)n2c(cc(Cl)c2-c2ccc[nH]2)C(c2ccccc2)=C2C=C(Cl)C(c3ccc[nH]3)=[N+]21,ClCCl,685.0,719.0,0.5199999809265137,,BODIPY
COc1ccc(-c2c(-c3ccc(C#N)cc3)cc3n2[B-](F)(F)n2c(cc(-c4ccc(C#N)cc4)c2=C2C=CC(=[O+]C)C=C2)=C3c2ccc(C#N)cc2)cc1,C1CCOC1,618.0,676.0,0.0299999993294477,25200.0,BODIPY
O=C1OC(c2ccccc2)=N/C1=C\c1ccc(N(c2ccc(/C=C3\N=C(c4ccccc4)OC3=O)cc2)c2ccc(/C=C3/N=C(c4ccccc4)OC3=O)cc2)cc1,CS(C)=O,506.0,650.0,0.0080000003799796,84600.0,Triphenylamine
CCN(CC)c1ccc(/C=N/C(C#N)=C(C#N)\N=C\c2ccc(N(CC)CC)cc2O)c(O)c1,CC#N,564.0,606.0,0.800000011920929,46300.0,6n6
CCN(/C=C/c1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccccc1)CC,Cc1ccccc1,577.0,615.0,0.3799999952316284,,BODIPY
Cc1ccc(C2=c3ccc([nH]3)=C3C=CC4=[N+]3[P+]([O-])([O-])n3c(ccc3=c3ccc([nH]3)=C(c3ccc(C)cc3)c3ccc2o3)=C4c2cccs2)cc1,ClC(Cl)Cl,739.0,736.0,0.1199999973177909,63096.0,5n6
COc1ccc(/C=C/c2ccc3n2[B-](F)(F)[N+]2=CC=CC2=C3c2c(Cl)cccc2Cl)cc1,C1CCOC1,585.0,604.0,0.9900000095367432,,BODIPY
CC1(C)OC(=C(C#N)C#N)C(C#N)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,CS(C)=O,487.0,736.0,0.0,,Carbazole
CCCCCCCCCCCCOc1cc2c3cc(OCCCCCCCCCCCC)c(OCCCCCCCCCCCC)cc3c3c(cc(OCCCCCCCCCCCC)c4nc5cc(C#Cc6ccc(OCCCCCCCC)cc6)c(C#Cc6ccc(OCCCCCCCC)cc6)cc5nc43)c2cc1OCCCCCCCCCCCC,ClC(Cl)Cl,486.0,657.0,,5700000.0,PAHs
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,CC#N,424.0,611.0,,,6p6
C[O+]=C1C=CC(=C2c3c(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)n3[B-](F)(F)n3c2c(-c2ccccc2)c(-c2ccccc2)c3-c2ccccc2)C=C1,C1CCOC1,570.0,605.5,0.22,,BODIPY
O=[N+]([O-])c1ccc(-c2sc(N3CCCCC3)nc2-c2ccccc2)s1,ClCCl,487.0,644.0,0.0099999997764825,,5n6
CCCCCCOc1cc(-c2ccc3c(c2)N(CCCC)c2cc(/C=C(\C#N)C(=O)O)ccc2S3)ccc1C=C1SC(SCCCCCC)=C(SCCCCCC)S1,C1CCOC1,387.0,615.0,,,Acridines
CC1(C)C2=CC(=S(=O)(O)O)C=CC2=[N+](CCCS(=O)(=O)[O-])C1=CC=c1cc2c(oc1=O)=CC(=O)C=C2,CS(C)=O,485.0,604.0,0.0120000001043081,35500.0,5p6
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/C=C/c1ccc(N(C)C)cc1)CCC3,ClCCl,749.0,857.0,0.2000000029802322,68189.0,6p6
CC/N=c1\cc2oc3cc([NH2+]CCC(O)=NCCCCC(N=C(C)O)C(=O)OC)c4ccccc4c3nc-2cc1C,O,590.0,654.0,0.4600000083446502,,PAHs
CCCCN1C(=CC=CC=CC2=[N+](CCCC)c3ccc4cc(Br)ccc4c3C2(C)C)C(C)(C)c2c1ccc1cc(Br)ccc21,CCO,688.0,709.0,,208000.0,Cyanine
CCCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,CC#N,413.0,747.0,0.0109999999403953,,6n6
C/C=C/c1ccc(C2=[S+]C(=C3c4cccn4[B-](F)(F)n4cccc43)C=C2)cc1,C1CCCCC1,514.0,650.0,0.0013299999991431,,BODIPY
CN1C(=CC=C(C=Cc2sc3ccccc3[n+]2C)c2ccc(C(F)(F)F)cc2)Sc2ccccc21,CCO,646.0,678.0,0.1000000014901161,232000.0,5p6
CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2-c2c(C#Cc3cc(OCCCCCCCCCCCCCCCC)c(C#Cc4ccc(C=C(C#N)C#N)cc4)cc3OCCCCCCCCCCCCCCCC)ccc3ccccc23)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,ClCCl,436.0,618.0,0.2300000041723251,72675.0,PAHs
O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccco2)s1,CC#N,483.0,641.0,0.0,,6n6
CCCNc1ccc(C)c2c1=NC(C)(C)N=2,CCO,564.0,650.0,0.0900000035762786,27300.0,5p6
F[B-]1(F)n2c(ccc2-c2cccs2)C(C(F)(F)F)=c2ccc(=C3C=CC=[S+]3)n21,CCCCCC,665.0,674.0,1.0,85015.9,BODIPY
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)c1C,Cc1ccccc1,623.0,642.0,0.9300000071525574,104713.0,BODIPY
C[N+]1=C(C=CC2=C3Oc4c(cc(F)c(N5CCCCCC5)c4F)C=C3CCC2)C(C)(C)c2ccccc21,O,634.0,729.0,0.0199999995529651,,Coumarin
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(/C=C/c4nc5ccc(/C=C/c6ccc(N(CCCC)CCCC)cc6)cc5n(CCC)c4=O)c(=O)n(CCC)c3c2)cc1,C1COCCO1,528.0,630.0,0.1800000071525573,82800.0,Coumarin
CC1(C)c2cc(C=O)ccc2-c2ccc(N3CCCCCC3)cc21,O,411.0,630.0,0.0199999995529651,,6n6
Cc1ccc(-c2nc(N3CCCCC3)sc2-c2ccc([N+](=O)[O-])s2)cc1,C1CCOC1,477.0,619.0,0.0299999993294477,,5n6
CC[N+]1=C(C=CC=CC=CC=C2N(CCCCCC(=O)O)c3ccccc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,745.0,769.0,0.1899999976158142,76000.0,Cyanine
CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,C1CCCCC1,687.0,711.0,0.44,77624.7,BODIPY
O=C1/C(=C/C=C/c2cc3c4c(c2)CCCN4CCC3)CC/C1=C\C=C\c1cc2c3c(c1)CCCN3CCC2,CO,523.0,750.0,0.0260000005364418,,6p6
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3cc4sc(/C=C(\C#N)C(=O)O)cc4s3)cc2)cc1,C1CCOC1,451.0,615.0,,,Triphenylamine
Cc1cc(C)c(C2=c3cc(Br)c(=C4C=CC=[S+]4)n3[B-](F)(F)n3c2cc(Br)c3-c2cccs2)c(C)c1,C1CCOC1,612.0,662.0,0.4799999892711639,,BODIPY
CCCCOc1ccc(-c2c3n(c4cc(=C5C=CC(=[O+]CCCC)C=C5)oc24)[B-](F)(F)N2C=c4c(-c5ccc(OCCCC)cc5)c5oc(=C6C=CC(=[O+]CCCC)C=C6)cc5n4[B-](F)(F)N2C=3)cc1,Cc1ccccc1,626.0,660.0,0.3700000047683716,122100.0,BODIPY
CCN1CCc2cc3c(cc21)C(C)(C)c1cc2c(cc1=C3)CCC[N+]=2CC,CCO,629.0,650.0,0.6899999976158142,,5p6
N#CC(C#N)=Cc1ccc(-c2cccc(-c3nc4ccccc4s3)c2O)o1,ClCCl,428.0,605.0,0.1324999928474426,4970.0,5p6
Cc1cc(-c2ccc(N(C)C)cc2)n2c1N=c1c(C)cc(=C3C=CC(=[N+](C)C)C=C3)n1[B-]2(F)F,CS(C)=O,774.0,822.0,0.01,,BODIPY
O=P1(c2ccccc2)C2=CC(=[N+]3CCC3)C=CC2=C(c2ccccc2C(F)(F)F)c2ccc(N3CCC3)cc21,O,710.0,735.0,0.3100000023841858,,SquaricAcid
CCN1C(=CC=CC=C2C=CC(=[N+](C)C)C=C2)Sc2ccccc21,ClCCl,620.0,702.0,0.077,,Cyanine
COc1ccc(/C=C/c2cc3n(c2)[B-](F)(F)[N+]2=CC=CC2=C3c2c(C)cc(C)cc2C)cc1,CC#N,574.0,693.0,0.001,4.5,BODIPY
CC[N+]1=C(/C=C/c2cc3cc(C(C)(C)C)cc4ccc5cc(C(C)(C)C)cc2c5c43)C(C)(C)c2ccccc21,CC#N,492.0,690.0,0.0170000009238719,11900.0,PAHs
F[B-]1(F)n2c(-c3ccc(Br)cc3)cc(-c3ccccc3)c2N=c2c(-c3ccccc3)cc(=C3C=CC(=[Br+])C=C3)n21,ClC(Cl)Cl,658.0,687.0,,,BODIPY
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,ClCCl,533.0,710.0,0.003000000026077,44000.0,Triphenylamine
N#C/C(=C\c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)sc2-c2ccc(/C=C(\C#N)C(=O)O)s2)s1)C(=O)O,C1CCOC1,472.0,621.0,,,Triphenylamine
CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,O,476.0,670.0,,10100.0,PAHs
COc1ccc(NC2=[N+]3C(=C(c4c(C)cc(C)cc4C)c4cc(Br)c(Oc5ccc(OC)cc5)n4[B-]3(F)F)C=C2Br)cc1,Cc1ccccc1,619.0,669.0,,,BODIPY
CCN(CCCS(=O)(=O)[O-])c1ccc2c(C(C)(C)C)cc(/C=C/C=C/C=C3/N(CCCS(=O)(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)CCCC(=O)[O-])[o+]c2c1,CCO,785.0,794.0,,,5p6
CCOC(=O)c1[nH]c(C)c(/C=C/C2=[N+]3C(=C(c4cc(OC)cc(OC)c4)c4c(C)c(I)c(/C=C/c5c(C)[nH]c(C(=O)OCC)c5C)n4[B-]3(F)F)C(C)=C2I)c1C,CS(C)=O,693.0,731.0,0.07,91201.1,BODIPY
CCCCCCCCN1c2ccccc2Sc2cc(/C=C/c3ccc(N(c4ccc(/C=C/c5ccc6c(c5)Sc5ccccc5N6CCCCCCCC)cc4)c4ccc(/C=C/c5ccc(/C=C/c6ccc(N(c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)c7ccc(/C=C/c8ccc9c(c8)Sc8ccccc8N9CCCCCCCC)cc7)cc6)c6nsnc56)cc4)cc3)ccc21,CCOC(C)=O,519.0,644.0,0.125,40000.0,Triphenylamine
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3c2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,C1CCOC1,590.0,712.0,0.0309999994933605,,BODIPY
CC1(C)C2=CC=CC=CC=CC3=[N+](CCCCCC([O-])=NCCN=C(O)CCCCCN2c2ccc(S(=O)(=O)[O-])cc21)c1ccc(S(=O)(=O)O)cc1C3(C)C,O,750.0,770.0,0.3300000131130218,232000.0,Cyanine
CC1(C)C(=CC=C2CCCC(C=CC3=[N+](Cc4ccccc4)c4ccc(S(=O)(=O)O)cc4C3(C)C)=C2SCC(=O)O)N(Cc2ccccc2)c2ccc(S(=O)(=O)[O-])cc21,CCO,795.0,816.0,,,Cyanine
N#C/C(=C\C1=S=C(c2ccc(-c3ccc4c(c3)C(=O)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)s2)C=C1)C(=O)O,C1CCOC1,393.0,620.0,,,Triphenylamine
CC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC(C)O,,611.0,,,5p6
Cc1cc(C)c(C2=c3cc(Br)c(=c4scc5c4=[O+]CCO5)n3[B-](F)(F)n3c2cc(Br)c3-c2scc3c2OCCO3)c(C)c1,C1CCOC1,610.0,653.0,0.3799999952316284,,BODIPY
Cc1ccc(-c2nc(N3CCOCC3)sc2-c2ccc([N+](=O)[O-])s2)cc1,CS(C)=O,490.0,659.0,0.0,,5n6
COC(=O)/C=C/C1=CC2=C(c3c(C)cc(C)cc3C)c3cc(/C=C/C(=O)OC)cn3[B-](F)(F)[N+]2=C1,ClCCl,577.0,604.0,0.36,39810.7,BODIPY
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-](F)(F)n3cc(-c4cc5n(c4C)[B-](F)(F)n4c(C)ccc4C5=C4C=CC(=[Br+])C=C4)cc32)c(C)c1,C1CCCCC1,599.0,642.0,0.8500000238418579,74600.0,BODIPY
O=Cc1ccc(C2=c3cc4c(n3[B-](F)(F)n3c2cc2c5ccccc5oc23)=[O+]c2ccccc2-4)cc1,CC#N,586.0,611.0,0.3700000047683716,87000.0,BODIPY
CCCCCCOc1ccc(-c2ccc(N(c3ccc(-c4ccc(OCCCCCC)cc4OCCCCCC)cc3)c3ccc4c(c3)sc3cc(C5(C=C(C#N)C(=O)O)CC=C(c6cccs6)S5)sc34)cc2)c(OCCCCCC)c1,C1CCOC1,475.0,646.0,,,Triphenylamine
COc1ccc(-c2ccc3n2[B-](F)(F)n2c(=C4C=CC(=[O+]C)C=C4)ccc2=C3c2c(Cl)cccc2Cl)cc1,CO,594.0,632.0,0.8590000000000001,,BODIPY
C[O+]=C1C=CC(=c2c3ccccc3c3n2[B-](F)(F)N2C=c4c5ccccc5c(=C5C=CC(=[O+]C)C=C5)n4[B-](F)(F)N2C=3)C=C1,CN(C)C=O,569.0,613.0,0.2300000041723251,48978.0,BODIPY
CC1=C(C#Cc2ccc(C)cc2)C(C)=[N+]2C1=C(C)c1c(C)c(C#Cc3ccc(C)cc3)c(C)n1[B-]2(F)F,ClCCl,565.0,603.0,0.4600000083446502,,BODIPY
COc1ccc(N(c2ccc(OC)cc2)c2ccc(-c3ccc4c(c3)C(=O)c3ccccc3C4=O)cc2)cc1,Cc1ccccc1,481.0,679.0,0.0044999998062849,,Triphenylamine
CCCCNc1ccc(NCCCC)c2c1C(=O)c1ccccc1C2=O,CCCCCCO,647.0,670.0,,,Acridines
CC(C)(C)c1cc(/C2=C3\C=CC(=N3)/C(c3ccc([N+](=O)[O-])cc3)=c3/cc/c([nH]3)=C(\c3ccc([N+](=O)[O-])cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc2c[nH]4)C=C3)cc(C(C)(C)C)c1,CC(=O)N(C)C,701.0,717.0,0.0240000002086162,,5n6
CCNc1ccc2c(c1)Cc1c-2[o+]c2cc(N(CC)CC)ccc2c1-c1ccccc1C(=O)[O-],CCO,573.0,613.0,0.4699999988079071,75100.0,6p6
COc1ccc(-c2cc(C)c3n2[B-](F)(F)n2c(=C4C=CC(=[O+]C)C=C4)cc(C)c2=N3)cc1,CS(C)=O,656.0,692.0,0.4399999976158142,,BODIPY
N#C/C(=C\c1cc2sc3cc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)sc3c2s1)C(=O)O,ClCCl,472.0,640.0,,,Triphenylamine
COC(=O)CCC1=C(C)C(C#Cc2cccs2)=[N+]2C1=Cc1c(CCC(=O)OC)c(C)c(C#Cc3cccs3)n1[B-]2(F)F,CCCCCC,658.0,669.0,0.1800000071525573,,BODIPY
C=CC[NH+]=c1ccc2ccc3oc4cc(N5CCCC5)ccc4nc3c2c1,CCO,570.0,632.0,0.0399999991059303,27500.0,PAHs
COc1cccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4cccc(OC)c4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)c1,Cc1ccccc1,682.0,730.0,0.43,89125.1,BODIPY
CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)c4nsnc34)cc2)cc1,C1CCOC1,514.0,729.0,,,Triphenylamine
CCCCCCCCCCCC[C@@H](CCCCCCCCCC)CN1c2ccc(/C=C3\SC(=S)N(CC(=O)O)C3=O)cc2Sc2cc(-n3c4ccccc4c4ccccc43)ccc21,ClCCl,478.0,657.0,,,Carbazole
CCCCCCCCN(CCCCCCCC)c1ccc(C#Cc2c3ccccc3c(C#Cc3ccc(/C=C(/C#N)C(=O)O)cc3)c3ccccc23)cc1,C1CCOC1,509.0,615.0,,,PAHs
F[B-]1(F)n2c(cc(Cl)c2Cl)C(c2ccccc2)=C2C=C(Cl)C(c3ccc[nH]3)=[N+]21,ClCCl,617.0,648.0,0.9300000071525574,,BODIPY
CC1=[N+]2C(=Cc3cc(-c4cc5n(c4)[B-](F)(F)[N+]4=CC=CC4=C5c4c(C)cc(C)cc4C)c(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,589.0,683.0,0.1099999994039535,61800.0,BODIPY
CN(C)c1ccc2c(c1)C(C)(C)c1cc(N(C)C)ccc1C2=C1C(Cl)=C(Cl)C(=[Cl+])C(Cl)=C1C(=O)[O-],CCO,642.0,672.0,0.6399999856948853,,Acridines
CCN1CCCc2cc3nc4cc5c(cc4[o+]c3cc21)N(CCCC(=O)O)CCC5,O,662.0,676.0,,,Acridines
CCN(CC)c1ccc2c(-c3ccccc3)c(C)c(/C=C/C=C3/N(CCCCCC(=O)O)c4ccc(S(=O)(=O)[O-])cc4C3(C)C)[o+]c2c1,CCO,707.0,728.0,,,5p6
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3c4ccccc4c(-c4ccc(N(c5ccc(C)cc5)c5ccc(C)cc5)cc4)c4nsnc34)cc2)cc1,Cc1ccccc1,538.0,710.0,,,Triphenylamine
CC(C)(C)c1cc(/C2=C3\C=CC(=N3)/C(c3ccc(Br)cc3)=c3/cc/c([nH]3)=C(\c3ccc(Br)cc3)C3=N/C(=C(/c4cc(C(C)(C)C)cc(C(C)(C)C)c4)c4cc2c[nH]4)C=C3)cc(C(C)(C)C)c1,CC(=O)N(C)C,702.0,716.0,0.0452999994158744,,5n6
O=C1c2cc(-n3c4ccccc4c4ccccc43)ccc2S(=O)(=O)c2ccc(-n3c4ccccc4c4ccccc43)cc21,ClC(Cl)Cl,406.0,606.0,,,Carbazole
CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(C=Cc6ccc(C=C(C#N)C(=O)O)s6)s5)ccc43)cc21,CCO,451.0,643.0,,,Carbazole
Nc1ccc2c(c1)CCCc1c-2[o+]c2c(c1-c1ccccc1C(=O)O)CCCc1cc(N)ccc1-2,CCO,566.0,641.0,0.5699999928474426,19800.0,6n6
CN(C)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc4cc(=O)ccc4c3oc2c1,O,573.0,627.0,0.0900000035762786,44100.0,PAHs
COC1=C/C(=C\C=C2C=CN(Cc3ccc(Br)cc3)C=C2)C=CC1=O,CC(C)=O,624.0,670.0,,,Cyanine
CCCCCCC1(CCCCCC)Nc2cccc3c(C4=C([O-])C(c5ccc6c7c(cccc57)NC(CCCCCC)(CCCCCC)N6)=C4[O-])ccc(c23)N1,C1CCCCC1,802.0,811.0,0.067,,PAHs
Cc1cc(/C=C/C=C/c2ccc(N(C)C)cc2)n2c1C=C1C=CC=[N+]1[B-]2(F)F,CCCCO,610.0,740.0,0.0160000007599592,,BODIPY
CCN1c2ccc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)cc2Sc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc21,ClCCl,525.0,639.0,0.4600000083446502,23700.0,Acridines
CC1=C2c3ccccc3C(c3[nH]c(C)cc3C)=[N+]2[B-](F)(F)n2c(C)cc(C)c21,CCCCCC,601.0,619.0,0.8600000143051147,186209.0,BODIPY
CC(=O)O[B-]1(OC(C)=O)n2c(C)c(C)c(C)c2C(C#N)=C2C(C)=C(C)C(C)=[N+]21,CO,589.0,610.0,0.0729999989271164,,BODIPY
CN1C(=CC=C(C=CC2=[N+](C)c3ccccc3C2(C)C)c2ccccc2)C(C)(C)c2ccccc21,CCO,640.0,670.0,0.1099999994039535,274000.0,Cyanine
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccc5ccc6cccc7ccc4c5c67)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,647.0,670.0,0.2399999946355819,61000.0,BODIPY
CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,CO,623.0,642.0,0.0399999991059303,72444.0,BODIPY
O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(C=O)c4ccc1c2c43,ClCCl,498.0,617.0,0.6700000166893005,,PAHs
C(=C\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2nsnc12)/c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,512.0,637.0,0.2280000001192093,38000.0,Triphenylamine
COc1ccc(SC2=[N+]3C(C=C2)C(c2ccc(C)cc2)c2ccc(Sc4ccc(OC)cc4)n2[B-]3(F)F)cc1,ClCCl,580.0,610.0,0.0199999995529651,,BODIPY
CC1=[N+]2C(=C(C(=O)O)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,515.0,604.0,0.05,32998.9,Cyanine
C#CCNC1=C2C=CC(C)=[N+]2[B-](F)(F)n2c1cc(-c1cc3n(c1)[B-](F)(F)[N+]1=CC=CC1=C3c1c(C)cc(C)cc1C)c2C,CCOC(C)=O,568.0,690.0,0.0599999986588954,45800.0,Cyanine
CCN(CC)c1nc(-c2ccc(Br)cc2)c(-c2ccc([N+](=O)[O-])s2)s1,C1CCOC1,476.0,612.0,0.0799999982118606,,5n6
CCN(CC)c1ccc2cc(C=Cc3cccc[n+]3CCCS(=O)(=O)[O-])c(=O)oc2c1,C1CCOC1,513.0,641.0,0.1400000005960464,,Coumarin
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccccc4)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,643.0,669.0,0.209999993443489,62000.0,BODIPY
O=S(=O)([O-])CCC[O+]=C1C=CC(=c2cc(-c3ccccc3)c3n2[B-](F)(F)n2c(-c4ccc(OCc5cn([C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)nn5)cc4)cc(-c4ccccc4)c2N=3)C=C1,O,689.0,722.0,0.1500000059604644,65000.0,BODIPY
CC1(C)C=C(CS(=O)(=O)O)c2cc3c(cc2=N1)Oc1cc2c(cc1C=3c1cccc(C(=O)O)c1C(=O)O)C(CS(=O)(=O)O)=CC(C)(C)N2,O,276.0,603.0,,,6n6
Cc1ccccc1C1=c2ccc(N(C)C)cc2=[Te+](=O)c2cc(N(C)C)ccc21,O,669.0,686.0,0.1800000071525573,120000.0,Acridines
C#CCn1c2ccccc2c2cc(/C=C/c3cc(C)c4n3[B-](F)(F)n3c(C)cc(C)c3C4=C3C=CC(=[I+])C=C3)ccc21,CC#N,579.0,605.0,0.7699999809265137,120800.0,Carbazole
CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2C#Cc1ccccc1,CO,677.0,705.0,0.1480000019073486,61660.0,Acridines
CN(CCO)c1ccc(/C=C/C2=C(C#N)C(C(C#N)C#N)OC2(C)C)cc1,ClCCl,575.0,629.0,,,5n6
CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCO)c4ccccc4C3(C)C)=C2Cl)N(CCO)c2ccccc21,CCO,785.0,802.0,0.022,,Cyanine
C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,ClC(Cl)(Cl)Cl,499.0,659.0,0.0099999997764825,,
CC(C)[Si](C#Cc1c2nc3ccccc3nc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3ccccc3nc12)(C(C)C)C(C)C,CCCCCC,681.0,694.0,,,Acridines
C[Si](C)(C)c1ccc(C2=S=C(c3ccc(-c4ccc(-c5ccc([Si](C)(C)C)s5)s4)c4nsnc34)C=C2)s1,C1CCOC1,513.0,656.0,0.6499999761581421,32100.0,5p6
CCc1ccc2n1[B-](F)(F)[N+]1=c3ccc(OC)cc3=[N+]3C1=C2c1ccc(CC)n1[B-]3(F)F,ClCCl,599.0,611.0,0.7900000214576721,,BODIPY
COc1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,Cc1ccccc1,663.0,697.0,0.2399999946355819,72444.0,BODIPY
N#CC(C#N)=Cc1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2-c2ccccc2)s1,CS(C)=O,499.0,657.0,0.0700000002980232,,5n6
COc1ccc(C2=C3C=CC(c4ccc[nH]4)=[N+]3[B-](F)(F)n3cccc32)cc1,C1CCOC1,577.0,607.0,0.3199999928474426,,BODIPY
CCCCCCC(CCCC)Cc1cc(/C=C(\C#N)C(=O)O)sc1-c1cc2c3nonc3c3cc(-c4sc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4CC(CCCC)CCCCCC)sc3c2s1,C1CCOC1,462.0,658.0,,,Triphenylamine
COc1ccc(-c2c3cc4ccccc4cc3c(-c3ccc(OC)cc3)c3cc4ccccc4cc23)cc1,ClCCl,602.0,620.0,0.0900000035762786,12700.0,PAHs
COc1cc2c(cc1OC)C1=C3C(=O)N4C=Cc5cc(OC)c(OC)cc5C4=C3C(=O)N1C=C2,CN(C)C=O,593.0,602.0,0.699999988079071,91000.0,Cyanine
CC1=[O+]C(=c2c(Br)cc3n2[B-](F)(F)n2c(cc(Br)c2-c2ccc(C)o2)C=3c2c(C)cc(C)cc2C)C=C1,CCCCCC,666.0,686.0,0.550000011920929,,BODIPY
CCCC[N+](CCCC)=C1C=CC(=C2C([O-])C(=C3C=C[C+](/C=C4/N(CCOC(=O)CCC(=O)Oc5ccc6c(=C(C#N)C#[NH+])c7c(c(=C(C#N)C#N)c6c5)C=CC(=O)[CH+]7)c5ccccc5C4(C)C)C=C3)C2[O-])C=C1,ClC(Cl)Cl,637.0,655.0,,,PAHs
